,Children,Age,Income,MonthlyCharge,Bandwidth_GB_Year,Gender_Male,Gender_Nonbinary,Port_modem_Yes,Tablet_Yes,InternetService_Fiber Optic,InternetService_None,Phone_Yes,Multiple_Yes,StreamingTV_Yes,StreamingMovies_Yes
340,3,27,38864.57,204.961033,1771.472597,1,0,0,1,1,0,1,1,0,1
341,4,79,25215.22,245.145743,1201.484293,0,0,1,0,1,0,1,0,1,1
342,1,41,9302.3,95.019486,764.3017535,0,0,0,1,0,1,1,0,0,0
343,0,51,45225.74,169.937833,1022.415622,0,0,1,1,1,0,1,0,0,1
344,0,57,29976.15,207.475448,1284.442486,1,0,1,1,0,0,1,1,0,1
345,1,66,13155.79,114.983787,289.9240291,0,0,0,1,0,1,0,0,0,0
346,4,85,14980.5,232.637807,1718.600163,0,0,1,0,0,0,1,1,1,1
347,9,54,24017.57,225.131966,2494.633068,0,0,1,0,0,0,1,0,1,1
348,8,79,26204.77,212.641455,2270.749222,1,0,1,0,0,0,1,0,1,1
349,3,56,27978.78,152.495236,567.6177123,1,0,1,0,0,1,0,1,1,0
350,1,80,46622.3,134.950905,380.0501404,1,0,1,0,1,0,1,0,0,0
351,0,37,34419.26,200.132293,1436.408211,0,0,1,0,0,0,1,0,1,1
352,7,24,8507.97,197.470195,1852.503069,0,0,1,0,0,0,1,1,0,1
353,3,48,64420.19,192.456745,1312.008382,1,0,0,0,1,0,1,1,0,1
355,3,74,64446.9,222.660939,1854.793303,1,0,1,0,0,1,1,0,1,1
356,1,37,20647.83,114.950905,1778.431765,0,0,1,0,0,0,1,0,0,0
357,0,54,23956.91,182.446995,764.2419259,1,0,1,0,1,0,1,0,0,1
358,1,84,56003.36,95.005709,307.018806,1,0,1,1,0,1,1,0,0,0
359,10,68,50150.81,172.456745,1179.782483,1,0,0,0,0,0,1,1,0,1
360,10,39,4180.22,177.65076,1040.034575,0,0,1,0,0,1,1,0,1,1
361,4,85,70023.28,207.638588,1080.159892,1,0,1,0,0,1,1,1,1,1
362,1,86,40728.96,220.118516,775.5613336,0,0,0,0,1,0,1,0,1,1
363,1,70,69248.13,137.468388,1061.587971,0,0,1,0,0,1,1,1,1,0
364,1,33,65187.42,159.965008,1334.403775,0,0,1,0,1,0,1,0,0,1
365,1,58,26005.77,182.465269,2346.143947,0,0,1,0,1,0,1,1,0,1
366,2,58,10423.75,129.977753,1491.768656,1,0,1,0,0,0,1,0,0,0
367,4,42,28909.96,112.484375,927.1279646,1,0,1,1,0,1,1,1,0,0
368,2,89,28219.28,127.488728,686.9354616,1,0,0,0,0,1,1,0,0,1
369,2,63,67319.27,162.471255,1460.513443,1,0,1,1,1,0,1,0,1,0
370,0,18,71348.1,154.961766,1942.250203,1,0,1,0,0,0,0,0,1,0
371,4,82,39231.99,194.976769,1923.549943,1,0,0,1,1,0,1,1,1,0
372,8,61,28129.21,192.48852,1239.802036,1,0,1,0,1,0,1,1,0,0
373,7,36,69104.9,162.452604,2499.186161,1,0,0,0,1,0,1,0,1,0
374,1,87,31282.78,107.48056,302.3848209,0,0,0,0,0,1,1,0,1,0
375,0,48,65229.24,142.482694,1865.48625,1,0,0,0,0,0,1,0,0,1
376,8,56,15110.46,165.018175,908.7910203,1,0,0,1,0,1,1,1,1,0
377,0,57,66922.3,125.007314,790.9469893,1,0,0,1,0,1,1,1,0,0
378,3,89,1666.59,139.987503,956.2636975,1,0,0,1,0,0,1,1,0,0
379,6,30,50258.38,112.455141,639.3261343,0,0,1,0,1,0,1,0,0,0
380,4,54,54373.35,212.622804,1572.045646,0,0,0,1,0,0,1,0,1,1
381,5,55,33588.84,182.460772,3099.922244,0,0,0,0,1,0,1,0,0,1
382,1,46,23629.05,159.947583,1599.727567,0,0,1,0,0,0,1,1,0,1
383,0,18,91186.03,245.145743,2188.672399,0,0,0,1,1,0,1,0,1,1
384,0,58,20204.74,149.977753,1586.699491,0,0,1,0,1,0,1,0,0,0
385,1,60,37703.83,184.967019,1828.279015,1,0,1,1,1,0,1,0,1,0
386,2,62,29117.32,92.455141,1866.966586,0,0,0,0,0,0,1,0,0,0
387,4,30,52531.72,149.944668,1718.555203,0,0,1,1,0,0,1,1,1,0
388,4,75,25742.72,167.456419,556.2193844,1,0,0,1,1,0,1,1,0,0
389,7,23,21072.82,197.516854,1035.183038,0,0,0,0,0,1,1,1,0,1
390,1,84,37774.81,152.488401,1580.43019,0,0,0,0,0,1,1,0,0,1
391,3,61,20811.42,162.482694,703.6927423,1,0,0,1,1,0,1,0,0,1
392,0,75,34474.39,262.610632,1842.258692,1,0,0,0,1,0,1,1,1,1
393,3,72,81388.6,190.173699,1167.271182,1,0,1,0,0,1,1,0,1,1
394,0,66,78272.96,187.513939,1007.289786,1,0,1,1,0,1,0,1,1,0
395,2,81,11655.88,212.641455,1500.69101,0,0,0,0,0,0,1,0,1,1
396,4,34,37773.19,104.964303,1404.773397,1,0,1,1,0,0,1,0,0,0
397,1,82,40183.01,232.637807,1342.310858,1,0,1,0,0,0,1,1,1,1
398,1,73,37149.4,142.499263,1250.94478,1,0,0,0,0,1,1,0,1,0
399,0,28,10331.57,277.63748,1710.958869,1,0,0,1,1,0,1,1,1,1
400,1,48,37096.85,112.455141,169.3992798,0,0,0,0,1,0,1,0,0,0
401,2,53,26004.59,220.118516,1261.554565,1,0,1,1,1,0,1,0,1,1
402,4,52,77291.95,139.951231,794.9581116,0,0,1,0,0,0,1,0,0,1
403,3,20,24462.25,184.978458,713.364269,0,0,1,0,1,0,1,0,0,1
404,0,19,75871.75,210.138,952.5914921,1,0,1,1,0,1,1,0,1,1
405,0,70,28840.47,142.468917,778.6094503,0,1,1,0,0,0,1,0,0,1
406,4,48,25299.48,160.00128,627.0001275,0,0,0,0,1,0,1,1,0,0
407,2,28,37631.4,127.481989,2938.319116,1,0,1,0,1,0,1,0,0,0
408,2,52,23014.69,162.452604,1566.001524,1,0,0,0,1,0,1,0,1,0
409,1,77,31300.68,172.457857,1889.642423,0,0,0,1,1,0,1,0,1,0
410,3,71,55840.35,255.155493,1420.771651,0,0,0,1,1,0,1,1,1,1
411,4,22,9729.44,184.979684,1254.725693,0,0,0,0,0,0,1,1,0,1
412,1,88,35891.67,175.006206,1570.345219,1,0,0,0,0,0,1,1,0,0
413,0,25,20801.9,112.455141,500.4406927,1,0,0,0,1,0,1,0,0,0
415,1,39,33217.64,172.44408,787.0962355,0,0,0,0,1,0,1,0,1,0
416,1,29,45562.97,200.165175,1119.610001,1,0,0,0,0,1,1,0,1,1
417,1,22,15380.9,127.460067,1155.782468,0,0,0,1,0,0,1,0,0,0
418,10,44,100232.53,147.478341,1995.346628,0,0,1,0,1,0,1,1,0,0
419,4,74,57900.98,207.49737,922.1362066,1,0,1,0,1,0,1,1,0,1
420,2,84,60476.86,169.937833,717.6823944,0,0,1,0,1,0,1,0,0,1
421,1,65,26875.13,152.457857,2223.835601,1,0,0,0,0,0,1,0,1,0
422,2,29,24447.03,162.460772,1143.685617,0,0,1,0,0,0,1,0,0,1
423,2,51,14817.22,200.132293,1537.296207,0,0,0,0,0,0,1,0,1,1
424,0,40,6170.55,182.460772,1614.544362,0,0,1,0,1,0,1,0,0,1
425,2,49,33620.38,124.97808,758.8338668,0,0,1,0,1,0,1,0,0,0
426,7,61,86453.08,230.105118,1317.766231,0,0,1,0,1,0,0,0,1,1
427,3,61,31466.9,147.473844,1189.578203,0,0,1,0,1,0,1,0,0,0
428,1,85,76984.15,142.482694,1467.273158,0,0,1,0,0,0,1,0,0,1
429,8,25,43586.8,152.479779,2192.693797,0,0,1,0,1,0,1,0,1,0
430,4,48,13148.09,105.010962,1568.47416,0,0,1,0,0,1,1,0,0,0
431,4,86,11612.88,114.965789,1376.095043,1,0,0,0,0,1,1,0,0,1
432,0,53,71215.87,184.978458,811.5600648,0,0,0,1,1,0,1,0,0,1
433,2,88,18113.33,134.950905,243.2617759,0,0,1,0,1,0,1,0,0,0
434,1,40,18895.18,182.490006,676.6465414,0,0,0,1,0,1,1,1,0,1
435,1,23,48852.54,192.470522,801.4709595,1,0,1,0,1,0,0,1,0,1
436,3,63,6574.36,149.962093,1316.145864,1,0,0,0,1,0,1,0,1,0
437,2,28,10342.14,95.019486,1270.217581,1,0,1,1,0,1,1,0,0,0
438,1,26,23028.48,245.174977,1339.709597,0,0,1,0,0,1,1,1,1,1
439,2,22,31843.16,169.944668,1624.799349,1,0,0,0,1,0,1,1,1,0
440,2,43,31920.88,207.49737,1400.834009,1,0,1,1,1,0,1,1,0,1
441,6,70,54961.9,245.145743,1149.108155,1,0,0,1,1,0,1,0,1,1
443,1,29,21897.41,182.467607,544.12326,0,0,0,1,1,0,0,1,1,0
444,4,61,72129.01,267.642733,1803.917571,0,0,1,0,0,0,0,1,1,1
445,1,73,16368.02,104.992311,1518.747945,0,0,0,1,0,1,1,0,0,0
446,2,27,59147.78,164.978458,1932.20577,1,0,1,0,0,0,1,0,0,1
447,1,56,65900.37,240.114868,1886.312286,0,0,0,0,1,0,0,1,1,1
448,6,19,69369.36,124.960655,1738.71901,1,0,0,0,0,0,1,1,0,0
449,1,56,23382.74,127.442069,1060.026737,1,0,0,0,0,0,1,0,0,1
450,2,83,25886.2,169.992756,250.9270047,0,0,0,1,1,0,0,1,0,0
451,3,84,99519.26,169.992756,1916.832871,0,0,1,0,1,0,0,1,0,0
452,0,62,93039.69,179.979358,573.9920618,1,0,1,0,1,0,1,1,0,0
453,0,67,37852.37,134.950905,272.9823095,1,0,0,0,1,0,1,0,0,0
454,1,21,54727.46,192.440432,1233.975771,0,0,1,1,1,0,1,1,1,0
455,2,31,47944.46,172.440432,1552.772876,1,0,1,0,0,0,1,1,1,0
456,2,25,18402.27,212.669463,1259.735294,0,0,1,0,0,1,1,0,1,1
457,0,60,43631.75,175.133074,1287.821218,0,0,1,0,0,1,1,0,1,1
458,6,84,31392.97,159.965008,1516.667438,0,0,1,1,1,0,1,0,0,1
459,1,36,10466.23,112.484375,589.9932647,0,0,0,0,0,1,1,1,0,0
460,0,87,20197.89,179.965581,1021.482609,0,0,1,1,1,0,1,1,0,0
461,2,80,99482.26,252.62403,1267.634616,0,0,1,0,1,0,1,1,1,1
462,0,34,48005.75,95.005709,1266.503765,0,0,0,0,0,1,1,0,0,0
463,4,39,50666.54,240.114868,1877.852717,1,0,1,0,1,0,1,1,1,1
464,8,42,6117.38,105.010962,1541.134986,1,0,0,0,0,1,1,0,0,0
465,4,36,7953.27,182.45383,744.2470872,1,0,1,1,1,0,1,1,1,0
466,0,18,101000.3,149.944668,2023.519366,1,0,0,0,0,0,1,1,1,0
467,0,66,10882.02,144.960655,1428.427469,0,0,1,0,1,0,0,1,0,0
468,3,20,69156.25,187.609354,1283.253595,0,0,0,0,0,0,1,0,1,1
469,0,73,19563.77,129.962093,2256.776479,0,0,0,1,0,0,1,0,1,0
470,0,83,27113.0,129.976324,955.0876357,1,0,0,1,0,1,1,0,1,0
472,2,62,23165.82,172.44408,1562.32774,1,0,0,1,1,0,1,0,1,0
473,2,34,13378.22,117.485813,776.4780765,1,0,0,1,0,1,1,0,1,0
474,2,28,5337.97,159.965008,1118.646915,0,0,1,0,1,0,1,0,0,1
475,2,26,72490.86,167.484705,1781.692875,0,0,1,1,0,0,0,0,1,0
476,2,82,12476.24,129.962093,1086.92093,0,0,1,1,0,0,1,0,1,0
477,1,59,64584.13,139.981577,1551.398147,1,0,0,0,0,1,1,0,1,0
478,6,46,32885.95,124.97808,573.751474,1,0,1,1,1,0,1,0,0,0
479,1,44,80862.03,255.137219,1794.116848,1,0,1,1,1,0,1,0,1,1
480,4,56,49800.1,230.105118,1103.594576,1,0,1,0,1,0,0,0,1,1
481,10,32,6958.83,182.460772,3143.245184,1,0,0,0,1,0,1,0,0,1
482,2,50,19133.76,255.155493,1381.802291,1,0,1,0,1,0,1,1,1,1
483,7,53,23413.1,172.457857,1091.10126,1,0,1,0,1,0,1,0,1,0
484,1,84,11957.82,137.483594,891.9472856,1,0,0,0,0,0,1,1,0,0
485,5,33,31250.41,167.456419,538.1168657,1,0,1,1,1,0,1,1,0,0
486,3,29,9487.91,127.495766,497.9042695,0,0,0,0,1,0,1,0,0,0
487,7,87,13533.47,287.642733,1115.476658,0,0,1,0,1,0,1,1,1,1
488,3,34,46533.08,167.456419,522.7315686,0,0,0,0,1,0,0,1,0,0
489,3,34,47946.16,164.988941,961.5888385,0,0,0,0,1,0,1,0,1,0
490,1,28,14393.72,242.632554,883.9008134,1,0,0,0,1,0,1,1,1,1
491,2,68,4102.64,130.006414,565.3167155,1,0,0,0,0,1,0,0,0,1
492,0,26,11249.18,257.63748,2062.605873,1,0,1,0,0,0,1,1,1,1
493,0,61,18684.74,129.977753,1197.080651,1,0,0,0,0,0,1,0,0,0
494,4,79,75276.52,232.622804,1972.725118,1,0,0,0,1,0,1,0,1,1
495,1,49,78129.73,182.467607,1427.321538,0,0,1,1,1,0,1,1,1,0
496,3,85,97761.18,220.132293,1218.124487,0,0,0,1,1,0,1,0,1,1
497,0,25,20789.86,252.637807,1874.789062,1,0,1,0,1,0,1,1,1,1
498,0,19,34038.71,142.452604,1806.007164,1,0,1,1,0,0,1,0,1,0
499,0,28,16051.94,94.972827,1939.600904,0,0,0,0,0,0,1,0,0,0
500,0,86,24266.04,210.105118,2275.888923,1,0,1,0,0,0,1,0,1,1
501,0,54,28712.86,92.455141,1372.385193,0,0,1,0,0,0,1,0,0,0
502,2,28,18966.81,194.969934,785.6266383,1,0,1,0,1,0,1,0,0,1
503,2,25,67530.44,129.977753,1226.343895,1,0,0,0,0,0,1,0,0,0
504,4,81,38866.92,242.628057,1047.361909,0,0,0,0,1,0,1,0,1,1
505,2,89,44314.39,197.48762,893.5446642,1,0,0,0,1,0,0,0,0,1
506,0,62,26929.55,242.610632,1210.047397,0,0,0,1,0,0,1,1,1,1
507,1,31,50643.95,139.934918,2329.912456,0,0,0,0,0,0,1,0,1,0
508,3,48,4803.58,112.455141,1163.407505,0,0,1,1,1,0,1,0,0,0
509,1,22,21278.71,182.490006,736.9303356,1,0,1,0,0,1,1,1,0,1
510,0,22,16874.68,149.988989,1134.880009,0,0,0,0,0,1,1,1,0,1
511,2,20,20314.7,107.495766,1561.294194,0,0,1,0,0,0,1,0,0,0
513,0,81,28908.4,225.145743,1192.502878,1,0,0,1,0,0,1,0,1,1
515,0,89,47370.85,207.638588,867.2394016,1,0,1,0,0,1,1,1,1,1
516,1,59,59158.79,175.133074,1581.016214,1,0,0,1,0,1,1,0,1,1
517,0,75,39802.79,242.628057,724.6774743,1,0,0,0,1,0,1,0,1,1
518,5,35,50195.66,184.964681,1123.971139,0,0,1,0,1,0,1,0,0,1
519,1,28,52946.65,182.443347,2633.809472,1,0,0,0,0,0,1,1,0,1
520,3,48,7681.82,117.485813,967.7426094,0,0,0,0,0,1,1,0,1,0
521,1,29,17876.13,139.99789,2101.344074,1,0,1,0,0,1,1,0,0,1
522,0,62,21795.58,149.937833,862.3199149,0,0,1,0,0,0,1,0,0,1
523,1,43,5192.16,157.469817,921.1401066,0,0,1,0,1,0,1,1,0,0
524,0,66,60897.92,152.510442,752.1641496,0,0,1,0,0,0,1,1,0,0
525,3,56,35939.37,139.99789,522.7806578,1,0,0,0,0,1,1,0,0,1
526,0,73,24091.33,139.951231,736.161108,1,0,0,0,0,0,1,0,0,1
527,4,21,41209.8,117.439154,2148.889242,1,0,0,0,0,0,1,0,1,0
528,1,48,26695.46,235.137219,1304.999684,1,0,1,0,0,0,1,0,1,1
529,0,82,14185.42,149.977753,292.4731737,1,0,1,0,1,0,1,0,0,0
530,0,22,12765.41,149.991327,655.3814577,1,0,0,0,0,1,1,1,1,0
531,3,34,11386.53,149.97755,660.0908173,1,0,1,0,0,1,1,1,1,0
532,2,56,56131.21,172.456745,1655.780173,1,0,1,0,0,0,1,1,0,1
533,2,25,50560.17,137.439154,1090.76661,1,0,0,1,1,0,1,0,1,0
534,0,44,24202.12,197.494455,1136.118286,0,1,0,0,1,0,1,1,1,0
535,1,59,1668.97,204.961033,673.2665835,1,0,1,1,1,0,1,1,0,1
536,0,63,36973.83,162.482694,831.1303039,0,0,1,1,1,0,1,0,0,1
537,1,76,17218.09,159.964152,729.541703,0,0,1,0,0,1,1,1,1,0
538,4,41,34228.9,169.974105,1163.701618,0,0,1,0,1,0,1,1,0,0
539,4,25,31159.95,129.959755,1720.167182,0,0,1,0,0,0,1,0,0,1
540,1,40,21654.51,119.989722,626.5880936,0,0,0,1,0,1,1,0,1,0
541,0,77,36121.33,179.947583,369.7619068,1,0,0,0,1,0,1,1,0,1
542,4,20,76136.04,167.456419,1197.180331,1,0,0,0,1,0,1,1,0,0
543,0,53,20957.58,240.114868,1164.240281,1,0,0,0,1,0,0,1,1,1
544,0,36,33559.74,194.976769,1651.424177,1,0,0,0,1,0,1,1,1,0
545,0,86,30142.44,245.146969,1489.301457,0,0,1,0,0,0,1,1,1,1
546,1,59,21663.69,139.987503,775.0343206,1,0,0,0,0,0,1,1,0,0
547,3,26,12924.08,197.483972,1808.311421,1,0,0,1,0,0,1,1,0,1
548,3,61,67021.35,190.173699,1942.452213,1,0,1,1,0,1,1,0,1,1
549,3,27,31006.39,197.470195,2847.700412,0,0,1,0,0,0,1,1,0,1
550,2,53,28580.25,149.974105,908.4356314,0,0,1,1,0,0,1,1,0,0
551,1,32,23706.94,204.979684,973.4512833,1,0,1,0,1,0,0,1,0,1
552,0,60,49693.17,152.502178,1097.703155,1,0,1,1,0,1,1,0,0,1
553,3,25,77622.97,225.131966,2936.746847,1,0,1,0,0,0,1,0,1,1
554,3,52,86411.28,202.636202,1883.962411,0,0,1,1,0,0,1,0,1,1
555,10,32,46353.07,127.460067,1808.501398,0,0,0,0,0,0,1,0,0,0
556,1,88,62359.81,162.482694,844.8711719,0,0,0,0,1,0,1,0,0,1
557,0,59,19942.74,104.962874,1215.114995,0,0,0,0,0,1,1,0,1,0
558,1,54,51203.14,169.937833,382.5347203,0,0,1,1,1,0,1,0,0,1
559,3,83,10818.08,159.934918,1043.790368,1,0,0,0,1,0,1,0,1,0
560,0,88,33165.9,217.470195,851.1414085,1,0,0,0,1,0,1,1,0,1
561,1,68,25819.56,245.146969,1762.075547,0,0,0,0,0,0,0,1,1,1
562,0,38,21806.2,177.48762,1350.716866,1,0,0,1,0,0,1,0,0,1
563,3,23,28082.45,162.465269,1052.042079,0,0,0,0,0,0,1,1,0,1
564,3,55,69662.99,147.456419,1159.678094,1,0,0,0,0,0,1,1,0,0
565,1,43,54674.22,134.950905,338.2592054,1,0,0,0,1,0,0,0,0,0
566,4,61,16706.02,127.442069,851.811469,1,0,0,0,0,0,1,0,0,1
567,0,38,31980.81,184.978458,669.0040793,0,0,1,1,1,0,1,0,0,1
568,4,28,41955.27,137.468388,910.210446,0,0,1,1,0,1,1,1,1,0
569,0,84,57107.43,182.443347,1981.954133,0,0,0,0,0,0,1,1,0,1
570,0,22,6769.7,172.487091,1695.851887,0,0,0,0,0,1,1,1,1,0
571,1,34,65191.79,162.500692,1305.953642,1,0,0,0,1,0,1,0,0,0
572,0,28,35947.74,137.439154,1950.886897,1,0,1,0,1,0,1,0,1,0
573,6,83,23022.97,220.114868,1631.872719,1,0,1,1,0,0,1,1,1,1
574,0,86,33529.19,159.994242,954.6181316,1,0,1,0,0,1,0,1,0,1
575,3,79,73378.99,159.964152,957.753476,1,0,1,1,0,1,1,1,1,0
576,1,56,3504.7,275.133571,1057.571757,1,0,1,0,1,0,1,1,1,1
577,0,47,20125.41,194.958118,1277.521575,0,0,0,1,1,0,1,1,1,0
578,1,84,25807.14,124.97808,327.6622533,0,0,1,0,1,0,1,0,0,0
579,8,35,21801.03,92.455141,1193.589255,1,0,0,0,0,0,0,0,0,0
580,4,26,15518.51,229.993134,1252.155771,1,0,0,0,1,0,1,1,0,1
581,0,41,10299.94,147.478341,261.1185652,0,0,1,1,1,0,1,1,0,0
582,2,50,30944.95,179.947583,879.6579171,0,0,0,1,1,0,1,1,0,1
583,1,34,80906.28,175.006206,1080.597617,1,0,0,0,0,0,1,1,0,0
584,1,22,39281.35,204.963371,1262.007891,1,0,0,1,1,0,0,1,1,0
585,0,55,14536.31,210.12704,1713.178075,1,0,1,1,1,0,1,0,1,1
586,6,80,43044.31,184.967019,1264.760574,1,0,0,1,1,0,1,0,1,0
587,1,85,19373.31,200.118516,1356.299478,0,0,1,0,0,0,1,0,1,1
588,0,58,46426.0,114.965789,386.0863102,0,0,1,0,0,1,1,0,0,1
589,4,37,24903.99,134.980139,1299.066214,0,0,1,0,0,1,1,1,0,0
590,3,71,82554.24,92.488023,278.5411418,0,0,0,0,0,1,1,0,0,0
591,0,63,48163.8,137.483594,1014.311651,1,0,0,1,0,0,1,1,0,0
592,0,47,25331.3,137.483594,1511.115195,0,0,0,0,0,0,1,1,0,0
593,2,80,25898.52,207.638588,1795.270512,1,0,1,1,0,1,1,1,1,1
594,3,26,2374.22,114.972827,551.1855922,0,0,0,1,1,0,1,0,0,0
595,3,28,88915.15,207.609354,1051.833922,0,0,0,1,1,0,1,0,1,1
596,4,38,21168.49,134.950905,567.3663629,1,0,1,0,1,0,1,0,0,0
597,2,79,74026.91,240.114868,1614.036609,0,0,0,0,1,0,1,1,1,1
598,2,48,21064.75,149.959755,771.6292755,1,0,0,1,1,0,1,0,0,1
599,2,80,42659.99,134.950905,1329.158978,1,0,1,0,1,0,1,0,0,0
600,4,66,15253.93,204.963371,1929.06738,0,0,1,0,1,0,0,1,1,0
601,9,26,29353.41,149.977753,1845.830672,0,0,0,1,1,0,1,0,0,0
602,1,56,35089.38,139.934918,909.6827162,0,0,0,0,0,0,1,0,1,0
603,4,69,75443.13,197.628838,1084.807286,0,0,0,0,0,1,1,0,1,1
604,0,73,55081.63,152.479779,1602.254193,0,0,1,0,1,0,1,0,1,0
605,0,55,16581.74,139.95684,1435.057667,0,0,0,0,1,0,1,0,1,0
606,2,32,29361.24,229.993134,729.7054333,0,0,0,0,1,0,1,1,0,1
607,1,71,26164.5,142.471255,1290.274294,0,0,1,0,0,0,1,0,1,0
608,2,26,60231.84,159.947583,1200.010955,1,0,0,1,0,0,1,1,0,1
609,2,71,20191.76,240.114868,774.8506663,1,0,1,1,1,0,1,1,1,1
610,0,51,44316.41,172.440432,1178.437008,1,0,1,0,0,0,1,1,1,0
611,1,89,51090.87,169.967067,1321.193696,1,0,0,0,0,1,1,1,0,1
612,0,58,58324.01,149.962093,821.4684599,1,0,0,1,1,0,1,0,1,0
613,2,46,48137.75,134.950905,986.2673645,0,0,1,0,1,0,1,0,0,0
614,1,19,19639.83,159.965008,587.538153,0,0,1,0,1,0,1,0,0,1
615,1,18,27259.78,232.637807,1517.166558,1,0,1,0,0,0,1,1,1,1
616,1,78,86897.5,149.962093,520.606284,1,0,1,0,1,0,1,0,1,0
617,0,51,27537.94,184.963371,1138.169594,0,0,1,0,0,0,1,1,1,0
618,0,65,8690.46,182.490006,829.9759818,0,0,1,1,0,1,1,1,0,1
619,1,37,29823.06,159.951231,477.2500925,0,0,0,0,1,0,1,0,0,1
620,0,38,28790.03,147.442069,944.3304649,0,0,0,0,1,0,1,0,0,1
621,1,84,63725.44,242.632554,1499.600891,1,0,1,0,1,0,1,1,1,1
622,1,43,14900.46,162.500489,524.9630078,0,0,1,0,0,1,1,1,1,0
623,2,34,37552.96,172.457857,1035.02733,1,0,0,0,1,0,1,0,1,0
625,1,56,15621.76,144.988941,951.3512058,0,0,0,0,0,0,1,0,1,0
626,0,53,12782.07,150.020764,894.626194,0,0,1,0,0,1,1,1,0,0
627,2,55,14331.34,275.133571,1045.360604,1,0,0,0,1,0,1,1,1,1
628,4,35,25934.55,130.006414,1829.923575,1,0,1,1,0,1,1,0,0,1
629,0,18,37860.79,197.48762,838.8374504,0,0,1,1,1,0,1,0,0,1
630,0,38,99007.42,149.984492,688.2231899,0,0,0,1,0,1,0,0,0,1
631,1,55,49915.86,184.978458,927.5974127,1,0,1,0,1,0,0,0,0,1
632,2,81,11455.64,207.609354,2031.266556,1,0,1,0,1,0,1,0,1,1
633,0,55,22322.51,139.99789,1241.892931,0,0,0,0,0,1,1,0,0,1
634,0,64,67019.55,220.132293,1662.516242,0,0,1,0,1,0,1,0,1,1
635,0,80,61436.18,242.632554,857.6130334,1,0,0,0,1,0,1,1,1,1
636,1,36,83705.06,154.991856,1640.244176,1,0,1,1,0,0,1,0,0,1
637,6,42,58187.53,139.987503,991.424632,0,0,1,1,0,0,1,1,0,0
638,4,44,36699.84,245.145743,2895.881802,1,0,0,0,1,0,1,0,1,1
639,2,24,26942.28,187.609354,1396.347808,0,0,0,1,0,0,1,0,1,1
640,1,39,15638.87,159.965008,640.3809858,0,0,1,0,1,0,0,0,0,1
641,3,68,49252.56,192.440432,2072.694492,1,0,1,1,1,0,1,1,1,0
642,1,83,8497.8,172.440432,1001.860025,0,1,1,0,0,0,1,1,1,0
643,2,56,56574.39,204.961033,1669.613093,1,0,1,1,1,0,1,1,0,1
644,4,47,58297.91,222.649979,878.627791,1,0,0,1,1,0,1,0,1,1
645,2,59,24940.07,159.951231,558.9953054,0,0,1,1,1,0,1,0,0,1
646,1,28,18410.16,159.965008,570.1301629,0,0,0,0,1,0,1,0,0,1
647,1,81,85742.06,152.510442,1178.057753,1,0,0,0,0,0,1,1,0,0
648,2,69,100626.29,187.656013,1219.21915,1,0,0,1,0,1,1,0,1,1
649,1,77,20485.31,184.978458,1000.051774,1,0,0,1,1,0,1,0,0,1
650,1,26,24166.24,127.481989,1233.889856,1,0,1,1,1,0,1,0,0,0
651,1,47,60415.32,220.118516,2245.476461,1,0,0,1,1,0,1,0,1,1
652,2,50,40667.47,162.482694,1243.478237,0,0,0,0,1,0,1,0,0,1
653,1,46,29876.17,245.146969,1502.677072,0,0,0,0,0,0,1,1,1,1
654,3,40,22790.72,162.465269,3249.417944,1,0,1,0,0,0,1,1,0,1
655,5,52,67828.98,149.984492,764.893446,1,0,1,0,0,1,1,0,0,1
656,1,68,94520.02,147.478341,708.0622854,0,0,0,0,1,0,1,1,0,0
658,1,83,45301.07,172.47417,847.7321161,1,0,1,1,1,0,1,0,0,1
659,0,21,13673.66,200.132293,1967.957184,0,0,1,0,0,0,1,0,1,1
660,0,43,33731.69,92.455141,1066.193338,1,0,0,1,0,0,1,0,0,0
661,1,65,47738.37,214.966286,961.1315871,1,0,1,1,1,0,1,1,0,1
662,3,82,26633.0,127.458638,1639.197703,0,0,0,1,0,1,1,0,1,0
663,0,48,70806.33,120.003499,1200.853937,0,0,1,0,0,1,1,0,1,0
664,4,79,73566.21,210.105118,2562.992759,0,0,0,0,0,0,1,0,1,1
665,1,33,50601.07,142.500692,1766.503802,1,0,1,1,0,0,1,0,0,0
667,1,35,30774.73,137.468388,1561.128541,0,0,0,0,0,1,1,1,1,0
668,0,59,12428.24,134.950905,323.972804,1,0,0,1,1,0,1,0,0,0
669,1,44,43677.48,104.962874,1643.91894,1,0,1,0,0,1,1,0,1,0
670,3,74,50806.21,102.474625,406.5230396,0,0,0,0,0,1,1,0,0,0
671,4,31,32796.83,162.482694,932.1606254,0,0,1,0,1,0,1,0,0,1
672,1,60,43636.68,159.994242,906.7867988,0,0,0,0,0,1,1,1,0,1
673,3,18,44349.71,92.455141,1737.354579,0,0,0,1,0,0,1,0,0,0
674,2,84,37376.03,255.155493,1986.939234,1,0,0,0,1,0,1,1,1,1
675,4,68,60317.8,159.983006,532.0660282,0,0,0,0,1,0,1,0,0,0
676,2,86,72436.33,169.944668,1014.45747,0,0,0,0,1,0,1,1,1,0
677,0,73,54937.5,127.511223,871.2907856,0,0,0,0,0,1,1,1,0,0
678,3,46,4739.77,95.019486,794.8748353,1,0,0,1,0,1,1,0,0,0
