Population,Children,Age,Income,Outage_sec_perweek,Yearly_equip_failure,Tenure,Bandwidth_GB_Year,Area_Rural,Area_Suburban,Area_Urban,Gender_Female,Gender_Male,Gender_Nonbinary,Techie_Yes,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,Multiple_Yes,DeviceProtection_Yes,TechSupport_Yes
3639,1,63,51992.79,10.2863601,1,4.98152586,849.1972541,0,0,1,1,0,0,0,0,1,0,0,0,0
2950,0,53,79993.43,11.17709222,2,23.12150846,2131.359827,1,0,0,1,0,0,0,0,0,1,1,1,0
15041,0,41,37706.85,14.12145884,0,6.307178205,1464.035068,1,0,0,0,1,0,1,1,0,0,0,0,1
5188,2,63,22466.53,7.799780591,0,12.73622643,1381.538548,0,1,0,0,1,0,0,0,0,1,1,0,0
1317,4,56,16608.27,7.122072827,0,12.00466914,1248.626874,0,1,0,1,0,0,0,0,0,1,1,0,0
4755,2,27,25146.14,9.329902365,0,2.243757398,558.3751762,1,0,0,0,1,0,1,0,1,0,0,0,0
3658,2,47,58882.35,7.509389052,0,1.583394702,676.2178659,0,1,0,0,1,0,0,0,1,0,1,1,1
30733,4,42,31809.46,15.06990851,0,14.23487852,1641.938696,0,1,0,1,0,0,0,0,0,1,1,1,1
2431,0,72,27235.54,9.321265424,0,15.28108311,1811.964373,1,0,0,1,0,0,0,0,0,1,0,1,0
529,3,58,70476.82,3.564651961,0,4.135827839,1066.632555,0,0,1,0,1,0,0,1,0,0,1,0,1
346,0,33,49396.09,7.779622319,0,9.740709475,1514.131966,0,0,1,0,1,0,0,0,0,1,0,1,0
110,6,87,35060.94,10.74985413,1,1.213704886,1189.549671,0,1,0,1,0,0,0,1,0,0,0,1,0
34993,0,34,66055.53,7.738373361,0,11.86252419,1114.020282,1,0,0,1,0,0,0,0,1,0,0,0,0
36260,7,76,91335.76,12.01267388,0,2.416685985,1078.291303,0,0,1,0,1,0,0,1,0,0,0,1,1
671,3,38,54349.75,14.04748759,1,6.73327535,854.2977548,1,0,0,0,0,1,1,0,0,1,0,1,0
41839,0,47,75042.1,3.11231175,1,6.549035393,1489.077486,1,0,0,1,0,0,0,1,0,0,1,0,1
16546,7,84,91001.1,8.284591121,0,10.57197066,1649.312808,1,0,0,0,1,0,0,0,1,0,0,1,0
4,4,19,44426.28,6.269792565,0,3.379756569,905.1959227,0,0,1,0,1,0,0,0,1,0,1,0,0
32603,0,87,63284.16,9.803905459,1,8.959047529,684.6318529,1,0,0,1,0,0,0,0,0,1,1,0,1
607,3,75,14039.21,8.571019738,0,10.23679934,1662.533055,0,1,0,0,1,0,0,1,0,0,1,1,1
1067,0,37,12453.24,10.00344746,1,14.96503088,2436.57146,1,0,0,0,1,0,0,1,0,0,0,1,0
7655,1,52,15934.12,4.255224068,1,23.79323993,2677.74041,1,0,0,1,0,0,0,0,1,0,1,1,0
5981,0,24,48314.4,11.2714618,0,11.45675389,1779.309609,0,0,1,0,1,0,0,0,1,0,1,1,1
655,4,83,5511.77,8.477982632,0,11.04076215,1494.716409,0,0,1,0,1,0,0,0,0,1,0,0,0
16395,3,19,10701.11,9.753145376,1,7.425503428,1740.72604,0,0,1,1,0,0,0,1,0,0,1,0,0
198,1,78,10767.15,14.57387887,0,2.411712843,704.7552669,0,0,1,0,1,0,0,0,0,1,1,1,1
3473,4,61,13493.63,13.13441554,1,2.009542213,558.4710883,0,1,0,1,0,0,0,0,1,0,1,0,1
2992,0,38,25071.58,11.62771397,0,9.068119482,1282.279049,1,0,0,0,1,0,0,0,0,1,0,0,0
2914,0,79,368.5,6.114030983,1,1.926789854,287.8189836,0,1,0,0,1,0,0,0,1,0,1,0,0
617,0,49,27976.63,12.76603868,1,11.77389421,1129.529441,0,1,0,1,0,0,0,0,0,1,1,0,0
444,0,41,56154.5,6.348897952,0,2.585228303,394.0148722,0,0,1,1,0,0,0,0,1,0,1,1,0
48969,0,75,62145.59,16.10939031,1,9.517703088,1302.230824,0,0,1,1,0,0,0,0,1,0,1,0,1
17307,1,60,6517.94,7.151598137,0,9.532523799,970.4682919,1,0,0,1,0,0,0,0,1,0,0,0,0
25764,1,70,19090.03,4.575363954,0,23.103996,2522.88913,0,1,0,0,1,0,0,0,1,0,0,1,1
671,0,23,13194.33,13.42263904,0,5.104873611,682.9871863,0,1,0,0,1,0,0,0,1,0,0,0,1
3064,2,84,63963.36,3.559550725,0,6.877942744,1537.109931,0,1,0,1,0,0,1,1,0,0,1,1,0
25619,1,63,34447.89,5.971214226,0,21.17839683,1961.923965,0,1,0,0,1,0,0,0,1,0,0,0,0
22547,2,88,36315.29,7.287197615,0,1.586331702,676.1747964,0,1,0,1,0,0,0,1,0,0,0,0,1
545,0,44,5009.07,11.30031859,0,3.778174405,929.2607767,0,1,0,1,0,0,0,0,1,0,1,0,0
398,1,49,14202.72,10.26519974,0,11.58276897,1849.484087,0,1,0,1,0,0,1,1,0,0,0,0,0
217,8,32,54779.76,16.28075484,0,11.62258922,1998.680227,0,0,1,0,1,0,1,0,0,1,1,0,0
32084,1,69,36453.31,10.96553586,0,20.78013031,1898.877878,1,0,0,0,0,1,0,0,0,1,1,0,1
5148,2,60,11250.71,10.93514898,1,3.940297464,992.3501481,0,1,0,1,0,0,0,1,0,0,1,0,0
2526,0,57,65951.35,2.98020454,0,11.38099891,994.6354785,0,1,0,1,0,0,1,0,1,0,0,1,1
30097,8,62,15292.25,17.05256354,1,1.473304337,954.0290712,0,0,1,1,0,0,0,0,1,0,0,0,1
703,0,26,41879.1,12.29165611,1,12.75609778,1775.838153,0,1,0,0,1,0,0,1,0,0,0,0,0
7334,0,85,17080.57,10.32744663,1,6.253919786,1297.050577,0,0,1,1,0,0,0,1,0,0,1,1,1
61045,2,82,68122.23,9.22949351,0,18.9537053,1746.405243,1,0,0,1,0,0,0,0,1,0,1,0,0
117,2,40,39468.79,10.02758972,1,9.640061615,1698.465833,1,0,0,1,0,0,0,1,0,0,1,0,1
26659,1,71,84301.44,10.97274944,1,12.42120946,1886.153328,1,0,0,0,1,0,0,1,0,0,1,1,1
12478,2,48,42469.81,11.87042081,0,8.134438503,958.6989908,0,0,1,0,0,1,0,0,1,0,1,1,0
11294,0,24,75458.79,9.531063533,0,14.86764776,1446.203986,1,0,0,1,0,0,0,0,1,0,1,0,0
3264,3,79,60345.9,8.798065013,0,5.548652108,774.6125757,0,0,1,0,1,0,0,0,0,1,0,1,0
4926,4,82,76066.77,15.27146446,1,18.35541838,1939.811149,1,0,0,0,1,0,0,0,0,1,0,1,0
473,2,68,42755.27,7.014445177,1,7.62779591,1165.564309,0,0,1,1,0,0,1,0,1,0,0,1,0
20925,5,77,76874.25,10.62019312,0,4.439685675,750.8768234,0,1,0,0,0,1,0,0,1,0,1,0,1
114,1,19,41075.64,10.04585562,1,11.16903388,1292.3206,0,0,1,1,0,0,1,0,0,1,0,1,1
715,1,80,63095.62,10.88047174,2,14.14101821,2335.130986,0,1,0,0,1,0,1,1,0,0,1,1,1
110,4,31,82131.87,9.975481565,0,3.212400569,769.8534863,0,1,0,1,0,0,0,0,1,0,1,0,0
19869,2,62,28502.33,7.248946018,2,16.84928353,1729.837284,1,0,0,0,1,0,0,0,1,0,0,1,1
13768,4,80,9450.84,9.53003591,1,3.834727471,649.3891796,0,1,0,0,1,0,0,0,0,1,1,0,0
604,1,36,44977.06,6.592317798,0,6.198230305,823.0046464,1,0,0,0,1,0,0,0,0,1,0,0,0
20731,0,72,13583.35,8.124261532,0,4.216732972,1107.882056,1,0,0,0,1,0,0,1,0,0,0,1,1
666,0,50,42093.64,11.44655577,0,4.355064781,683.8622599,1,0,0,0,1,0,0,0,0,1,0,1,1
729,3,31,55398.87,10.1755818,0,4.030250374,1301.49424,0,0,1,0,1,0,0,1,0,0,0,1,1
19659,0,22,22362.59,13.7362126,2,9.915959247,1079.012505,1,0,0,1,0,0,0,0,0,1,0,1,0
22569,0,50,40271.47,13.93422217,0,9.821728297,1283.463995,0,1,0,0,1,0,1,0,0,1,1,0,0
2019,0,28,56178.63,3.405050602,0,9.183905417,987.653655,1,0,0,0,1,0,0,0,1,0,0,1,0
1566,0,63,21053.35,10.69284712,1,8.892893007,1088.263081,1,0,0,0,1,0,0,0,1,0,0,1,1
38579,1,73,75866.75,10.11985468,0,7.661226872,583.0259559,1,0,0,1,0,0,0,0,0,1,0,0,1
3232,3,72,74061.48,5.863179258,0,12.4767812,1778.733282,1,0,0,0,1,0,0,1,0,0,0,1,0
566,7,23,35102.93,13.357551,0,2.462148717,900.4043765,0,0,1,0,1,0,0,0,1,0,1,1,0
659,1,49,26391.1,14.04061351,0,14.09942339,1693.576099,0,0,1,0,1,0,0,0,1,0,0,0,1
1253,1,82,29982.49,4.586902043,0,7.272649386,1143.826239,1,0,0,1,0,0,1,0,1,0,0,0,0
23517,1,72,51154.34,11.03563726,0,3.999030359,886.340074,0,1,0,1,0,0,0,0,0,1,1,0,0
5886,1,45,37583.97,11.32768159,1,3.115945151,373.2772664,0,0,1,1,0,0,0,0,1,0,0,0,0
24628,1,73,28654.87,5.307097721,0,13.67931764,1245.328696,1,0,0,1,0,0,0,0,1,0,0,0,1
34669,4,71,11591.09,11.05733159,0,5.953547112,1354.401018,0,0,1,0,1,0,0,1,0,0,0,1,0
1286,4,67,70174.11,8.702618087,0,11.74635394,1971.429689,0,0,1,1,0,0,0,1,0,0,0,0,0
3032,1,43,8495.04,7.045651851,2,5.954024226,623.7865683,0,0,1,0,1,0,1,0,0,1,0,0,1
312,5,27,17191.02,12.61411193,0,22.8577804,3040.553763,0,0,1,1,0,0,1,1,0,0,1,0,0
15586,2,39,24732.09,9.703658153,1,1.407866545,864.7036995,0,0,1,0,1,0,0,1,0,0,0,1,0
422,0,52,27282.21,8.220453321,1,21.08265979,2042.113893,0,1,0,1,0,0,0,0,0,1,1,0,0
26381,9,19,40902.49,8.816497541,1,11.10356439,1973.661316,0,0,1,1,0,0,0,0,0,1,1,1,0
396,0,48,87568.16,11.11756812,0,9.734064703,1755.645123,0,0,1,1,0,0,0,1,0,0,0,1,0
4270,0,22,69327.78,13.07119875,1,12.21754865,1758.735654,0,1,0,0,1,0,0,0,1,0,1,0,0
3098,1,69,5194.22,12.10865222,0,2.423722078,557.0118807,1,0,0,0,1,0,1,0,0,1,1,0,1
20606,1,31,12951.51,9.681031902,0,13.66061487,2205.334092,0,1,0,0,1,0,0,1,0,0,0,0,1
5978,9,79,11179.42,10.49495185,0,8.701581043,1451.201108,0,1,0,1,0,0,0,1,0,0,1,0,0
340,0,65,47288.09,7.535866122,0,4.844060027,609.0598401,1,0,0,0,1,0,1,0,1,0,0,1,1
7256,3,74,42386.84,12.2870805,0,7.69213424,1220.452161,1,0,0,0,1,0,0,1,0,0,0,1,0
683,3,27,38864.57,10.66015784,0,13.73012915,1771.472597,0,0,1,0,1,0,0,0,1,0,1,0,0
6910,4,79,25215.22,7.044096971,0,5.690013293,1201.484293,1,0,0,1,0,0,0,0,1,0,0,1,0
7496,1,41,9302.3,12.14893118,0,6.68894661,764.3017535,0,0,1,1,0,0,0,0,0,1,0,1,0
641,0,51,45225.74,12.71107869,0,9.475983046,1022.415622,0,0,1,1,0,0,1,0,1,0,0,0,0
2816,0,57,29976.15,9.759360165,0,4.893221514,1284.442486,1,0,0,0,1,0,0,1,0,0,1,1,1
58,1,66,13155.79,2.816821044,1,2.656915117,289.9240291,0,0,1,1,0,0,0,0,0,1,0,0,1
1277,4,85,14980.5,9.617602049,0,8.381515693,1718.600163,1,0,0,1,0,0,0,1,0,0,1,1,0
11472,9,54,24017.57,13.06640293,1,14.53315436,2494.633068,0,1,0,1,0,0,0,1,0,0,0,0,1
9762,8,79,26204.77,8.669204519,0,13.62832619,2270.749222,0,0,1,0,1,0,0,1,0,0,0,1,1
617,3,56,27978.78,13.97477268,0,1.281566108,567.6177123,0,0,1,0,1,0,0,0,0,1,1,0,1
307,1,80,46622.3,11.19861363,0,3.365552603,380.0501404,0,1,0,0,1,0,0,0,1,0,0,0,0
8447,0,37,34419.26,10.18921185,0,5.397827503,1436.408211,0,1,0,1,0,0,0,1,0,0,0,1,0
35345,7,24,8507.97,9.518819692,0,9.001231999,1852.503069,0,0,1,1,0,0,0,1,0,0,1,0,1
41155,3,48,64420.19,11.01996949,2,10.9750814,1312.008382,1,0,0,0,1,0,0,0,1,0,1,0,1
115,3,74,64446.9,11.17971961,0,14.12966281,1854.793303,1,0,0,0,1,0,0,0,0,1,0,1,1
1079,1,37,20647.83,12.16826675,0,14.66914461,1778.431765,0,0,1,1,0,0,0,1,0,0,0,0,0
22924,0,54,23956.91,17.39213562,0,5.388165017,764.2419259,1,0,0,0,1,0,0,0,1,0,0,0,1
3241,1,84,56003.36,12.02476736,0,2.810825808,307.018806,0,1,0,0,1,0,0,0,0,1,0,0,1
23155,10,68,50150.81,6.6769165,0,2.485229169,1179.782483,0,1,0,0,1,0,0,1,0,0,1,0,1
19324,10,39,4180.22,11.78679636,0,2.051069457,1040.034575,0,1,0,1,0,0,0,0,0,1,0,0,0
34460,4,85,70023.28,7.846521648,0,6.10108047,1080.159892,0,0,1,0,1,0,0,0,0,1,1,0,0
15900,1,86,40728.96,5.670110512,0,4.950398978,775.5613336,0,0,1,1,0,0,0,0,1,0,0,0,1
2945,1,70,69248.13,13.37036883,0,10.16660427,1061.587971,0,1,0,1,0,0,0,0,0,1,1,0,0
20450,1,33,65187.42,9.826229752,0,12.29558653,1334.403775,0,0,1,1,0,0,0,0,1,0,0,1,0
892,1,58,26005.77,12.07226102,0,24.8868126,2346.143947,1,0,0,1,0,0,0,0,1,0,1,0,0
14931,2,58,10423.75,15.42491471,1,9.660361769,1491.768656,0,0,1,0,1,0,0,1,0,0,0,0,1
104,4,42,28909.96,8.601959705,0,7.663625954,927.1279646,0,0,1,0,1,0,1,0,0,1,1,0,0
21997,2,89,28219.28,8.787582345,0,5.25445262,686.9354616,1,0,0,0,1,0,0,0,0,1,0,1,0
5302,2,63,67319.27,6.362190982,2,13.59137366,1460.513443,0,0,1,0,1,0,0,0,1,0,0,1,1
10237,0,18,71348.1,9.507249087,1,12.3492819,1942.250203,0,1,0,0,1,0,0,1,0,0,0,0,1
19582,4,82,39231.99,12.06831191,1,18.37317391,1923.549943,0,1,0,0,1,0,0,0,1,0,1,1,1
740,8,61,28129.21,5.600227586,0,8.498042024,1239.802036,0,0,1,0,1,0,0,0,1,0,1,1,1
51767,7,36,69104.9,13.15969677,0,22.33583015,2499.186161,0,1,0,0,1,0,0,0,1,0,0,0,0
2001,1,87,31282.78,6.18537496,0,1.541545443,302.3848209,0,0,1,1,0,0,0,0,0,1,0,0,0
482,0,48,65229.24,9.089998883,0,12.78453216,1865.48625,0,1,0,0,1,0,0,1,0,0,0,1,0
932,8,56,15110.46,11.21142669,0,2.527681829,908.7910203,0,1,0,0,1,0,0,0,0,1,1,1,1
222,0,57,66922.3,5.868957217,0,7.065506244,790.9469893,0,1,0,0,1,0,0,0,0,1,1,1,0
467,3,89,1666.59,2.657311067,0,4.258552081,956.2636975,1,0,0,0,1,0,0,1,0,0,1,0,1
7079,6,30,50258.38,13.75498892,0,4.801969514,639.3261343,0,0,1,1,0,0,0,0,1,0,0,0,0
32929,4,54,54373.35,11.07079287,0,5.204853319,1572.045646,0,0,1,1,0,0,0,1,0,0,0,0,0
6923,5,55,33588.84,10.74788638,1,32.0730133,3099.922244,0,0,1,1,0,0,1,0,1,0,0,1,0
19201,1,46,23629.05,15.68552752,2,11.16847385,1599.727567,1,0,0,1,0,0,1,1,0,0,1,0,0
2080,0,18,91186.03,10.08605721,0,16.8000196,2188.672399,1,0,0,1,0,0,0,0,1,0,0,1,0
5983,0,58,20204.74,16.26782621,0,17.6210362,1586.699491,0,1,0,1,0,0,0,0,1,0,0,0,1
46064,1,60,37703.83,4.946414499,0,17.18829795,1828.279015,1,0,0,0,1,0,0,0,1,0,0,1,1
32525,2,62,29117.32,14.19610787,0,17.52138221,1866.966586,1,0,0,1,0,0,1,1,0,0,0,0,0
9562,4,30,52531.72,15.83394061,0,10.4103675,1718.555203,0,1,0,1,0,0,0,1,0,0,1,0,0
883,4,75,25742.72,7.663279641,0,3.310281145,556.2193844,0,0,1,0,1,0,0,0,1,0,1,0,0
53,7,23,21072.82,7.43893815,1,2.993625911,1035.183038,0,1,0,1,0,0,0,0,0,1,1,1,1
1512,1,84,37774.81,11.70582668,0,16.26037537,1580.43019,0,1,0,1,0,0,0,0,0,1,0,0,1
4813,3,61,20811.42,13.60774223,1,3.045064701,703.6927423,0,1,0,0,1,0,0,0,1,0,0,1,0
11435,0,75,34474.39,6.02604588,0,15.35762157,1842.258692,0,1,0,0,1,0,0,0,1,0,1,0,0
16177,3,72,81388.6,8.273678516,0,5.940902789,1167.271182,1,0,0,0,1,0,0,0,0,1,0,1,0
170,0,66,78272.96,9.424686492,0,5.988505209,1007.289786,0,0,1,0,1,0,0,0,0,1,1,1,1
31845,2,81,11655.88,10.05990041,0,7.138784756,1500.69101,0,1,0,1,0,0,0,1,0,0,0,1,1
40,4,34,37773.19,12.69711858,1,8.951793883,1404.773397,1,0,0,0,1,0,0,1,0,0,0,0,1
586,1,82,40183.01,10.3853182,0,4.221959275,1342.310858,0,1,0,0,1,0,0,1,0,0,1,1,0
8303,1,73,37149.4,10.48123205,0,9.797427154,1250.94478,0,0,1,0,1,0,1,0,0,1,0,1,0
924,0,28,10331.57,13.43076227,0,10.90397471,1710.958869,0,0,1,0,1,0,0,0,1,0,1,0,1
758,1,48,37096.85,7.951590644,0,1.665591776,169.3992798,0,1,0,1,0,0,0,0,1,0,0,0,0
723,2,53,26004.59,9.100502767,0,8.611218573,1261.554565,0,0,1,0,1,0,0,0,1,0,0,0,1
39,4,52,77291.95,11.9086306,0,1.28507969,794.9581116,0,1,0,1,0,0,1,1,0,0,0,0,1
6250,3,20,24462.25,5.304627269,1,1.379696124,713.364269,0,1,0,1,0,0,0,0,1,0,0,1,0
17,0,19,75871.75,12.07096717,0,3.084376591,952.5914921,1,0,0,0,1,0,0,0,0,1,0,0,1
2550,0,70,28840.47,7.336943024,0,2.43754565,778.6094503,1,0,0,0,0,1,1,1,0,0,0,0,1
512,4,48,25299.48,10.16142541,0,3.288124191,627.0001275,0,1,0,1,0,0,0,0,1,0,1,1,0
599,2,28,37631.4,9.632814549,0,32.30772134,2938.319116,0,0,1,0,1,0,0,0,1,0,0,0,1
6524,2,52,23014.69,6.346778536,1,13.46565415,1566.001524,0,0,1,0,1,0,0,0,1,0,0,0,0
723,1,77,31300.68,12.1986895,0,19.244458,1889.642423,0,1,0,1,0,0,0,0,1,0,0,1,0
4243,3,71,55840.35,6.444558317,0,8.69085131,1420.771651,1,0,0,1,0,0,0,0,1,0,1,1,0
18731,4,22,9729.44,11.7174619,0,3.778575882,1254.725693,0,0,1,1,0,0,0,1,0,0,1,1,1
955,1,88,35891.67,6.286550988,2,10.27819073,1570.345219,1,0,0,0,1,0,0,1,0,0,1,1,1
2338,0,25,20801.9,9.886595026,0,4.156887945,500.4406927,1,0,0,0,1,0,1,0,1,0,0,0,0
757,1,39,33217.64,11.10996233,1,5.254442453,787.0962355,1,0,0,1,0,0,0,0,1,0,0,0,1
19073,1,29,45562.97,9.301929385,0,5.2551003,1119.610001,1,0,0,0,1,0,0,0,0,1,0,1,1
23666,1,22,15380.9,8.535578793,2,6.417132666,1155.782468,0,0,1,1,0,0,0,1,0,0,0,0,1
20,10,44,100232.53,9.083448287,0,18.61278731,1995.346628,0,0,1,1,0,0,0,0,1,0,1,0,0
5287,4,74,57900.98,9.581508542,0,4.924623699,922.1362066,1,0,0,0,1,0,0,0,1,0,1,1,1
5364,2,84,60476.86,8.763218085,0,6.325942162,717.6823944,0,0,1,1,0,0,0,0,1,0,0,0,0
3424,1,65,26875.13,12.72077056,0,17.22220989,2223.835601,1,0,0,0,1,0,1,1,0,0,0,1,0
19527,2,29,24447.03,5.304635517,0,3.238699239,1143.685617,0,0,1,1,0,0,0,1,0,0,0,1,0
0,2,51,14817.22,11.18732698,0,6.437878909,1537.296207,0,0,1,1,0,0,1,1,0,0,0,1,0
7699,0,40,6170.55,11.6443975,1,15.22323989,1614.544362,0,0,1,1,0,0,0,0,1,0,0,1,0
1126,2,49,33620.38,9.83612847,1,7.484425045,758.8338668,0,0,1,1,0,0,0,0,1,0,0,1,0
584,7,61,86453.08,9.202197695,0,7.218752772,1317.766231,1,0,0,1,0,0,0,0,1,0,0,0,0
35100,3,61,31466.9,6.187489206,0,11.69875604,1189.578203,0,1,0,1,0,0,0,0,1,0,0,1,0
17872,1,85,76984.15,9.320914781,0,10.03363969,1467.273158,0,0,1,1,0,0,0,1,0,0,0,1,0
0,8,25,43586.8,6.697226378,0,18.46162568,2192.693797,0,1,0,1,0,0,0,0,1,0,0,1,0
1003,4,48,13148.09,16.41445271,0,16.52138638,1568.47416,0,1,0,1,0,0,0,0,0,1,0,1,1
169,4,86,11612.88,4.964218639,1,13.83290937,1376.095043,0,1,0,0,1,0,0,0,0,1,0,0,0
1088,0,53,71215.87,6.702458265,1,5.02568958,811.5600648,0,1,0,1,0,0,0,0,1,0,0,1,0
41863,2,88,18113.33,8.623296005,0,2.644787483,243.2617759,1,0,0,1,0,0,0,0,1,0,0,0,0
2101,1,40,18895.18,4.874661522,0,2.522962069,676.6465414,0,0,1,1,0,0,0,0,0,1,1,1,0
0,1,23,48852.54,4.924368526,0,3.508974199,801.4709595,0,0,1,0,1,0,0,0,1,0,1,1,0
6349,3,63,6574.36,9.173811061,0,11.50651216,1316.145864,0,0,1,0,1,0,1,0,1,0,0,1,0
40305,2,28,10342.14,9.553427818,1,10.96319721,1270.217581,0,0,1,0,1,0,0,0,0,1,0,1,0
1691,1,26,23028.48,6.007630739,1,5.505247606,1339.709597,1,0,0,1,0,0,0,0,0,1,1,1,0
618,2,22,31843.16,18.39537758,0,14.16961729,1624.799349,0,1,0,0,1,0,0,0,1,0,1,0,0
22,2,43,31920.88,14.02031408,1,10.27782059,1400.834009,0,0,1,0,1,0,0,0,1,0,1,1,1
655,6,70,54961.9,12.07594948,0,3.364993591,1149.108155,1,0,0,0,1,0,0,0,1,0,0,1,0
88349,1,29,21897.41,13.1215267,0,1.171557288,544.12326,1,0,0,1,0,0,1,0,1,0,1,1,0
30781,4,61,72129.01,10.4523599,2,7.262579715,1803.917571,1,0,0,1,0,0,0,1,0,0,1,1,1
4734,1,73,16368.02,10.07963518,0,17.06899012,1518.747945,0,1,0,1,0,0,0,0,0,1,0,0,0
56959,2,27,59147.78,5.763454353,0,10.8600084,1932.20577,1,0,0,0,1,0,0,1,0,0,0,1,0
0,1,56,65900.37,9.086330232,2,16.48065356,1886.312286,0,0,1,1,0,0,0,0,1,0,1,0,0
8800,6,19,69369.36,10.04912841,0,10.85041661,1738.71901,1,0,0,0,1,0,0,1,0,0,1,0,0
3873,1,56,23382.74,8.431329813,0,4.85576672,1060.026737,0,1,0,0,1,0,0,1,0,0,0,0,0
417,2,83,25886.2,8.961461799,0,1.715329149,250.9270047,0,0,1,1,0,0,0,0,1,0,1,1,1
221,3,84,99519.26,12.87091514,0,21.71097206,1916.832871,0,0,1,1,0,0,0,0,1,0,1,1,1
10321,0,62,93039.69,7.236546463,0,3.470685398,573.9920618,1,0,0,0,1,0,0,0,1,0,1,1,0
1601,0,67,37852.37,7.048563699,0,1.914386255,272.9823095,0,1,0,0,1,0,0,0,1,0,0,0,0
1506,1,21,54727.46,13.17156155,1,9.16272705,1233.975771,0,1,0,1,0,0,0,0,1,0,1,0,0
7033,2,31,47944.46,11.11418795,0,7.457173484,1552.772876,0,0,1,0,1,0,0,1,0,0,1,0,0
1301,2,25,18402.27,5.236234219,0,4.991605214,1259.735294,0,1,0,1,0,0,0,0,0,1,0,1,0
117,0,60,43631.75,10.08565191,0,10.5903229,1287.821218,1,0,0,1,0,0,0,0,0,1,0,0,0
3345,6,84,31392.97,4.843029288,0,14.68216127,1516.667438,0,0,1,1,0,0,0,0,1,0,0,1,0
25854,1,36,10466.23,7.565105658,0,5.440398012,589.9932647,0,1,0,1,0,0,0,0,0,1,1,0,0
90,0,87,20197.89,7.940679007,1,11.92300936,1021.482609,0,1,0,1,0,0,0,0,1,0,1,0,1
3191,2,80,99482.26,12.94031641,0,9.461939857,1267.634616,1,0,0,1,0,0,0,0,1,0,1,0,1
37,0,34,48005.75,7.794425904,0,13.90000955,1266.503765,1,0,0,1,0,0,0,0,0,1,0,0,1
714,4,39,50666.54,4.88644359,2,13.99579075,1877.852717,1,0,0,0,1,0,1,0,1,0,1,0,0
31791,8,42,6117.38,10.84392109,0,13.44056701,1541.134986,1,0,0,0,1,0,0,0,0,1,0,1,1
34928,4,36,7953.27,9.879617841,1,3.179043613,744.2470872,0,1,0,0,1,0,1,0,1,0,1,0,1
17576,0,18,101000.3,11.26553266,1,14.58066686,2023.519366,1,0,0,0,1,0,0,1,0,0,1,0,0
746,0,66,10882.02,13.28523257,0,17.24908083,1428.427469,0,0,1,1,0,0,0,0,1,0,1,0,0
27479,3,20,69156.25,15.62909771,0,2.760467902,1283.253595,1,0,0,1,0,0,0,1,0,0,0,0,0
49612,0,73,19563.77,11.31172944,1,20.04140358,2256.776479,0,1,0,1,0,0,0,1,0,0,0,1,0
7286,0,83,27113.0,11.06959212,0,8.001673351,955.0876357,0,0,1,0,1,0,0,0,0,1,0,0,0
73,2,62,23165.82,11.06361355,0,14.68600159,1562.32774,0,1,0,0,1,0,0,0,1,0,0,0,1
22,2,34,13378.22,11.56147327,0,4.135515169,776.4780765,0,1,0,0,1,0,0,0,0,1,0,1,0
9054,2,28,5337.97,13.49663107,0,9.086633107,1118.646915,0,1,0,1,0,0,0,0,1,0,0,1,0
2663,2,26,72490.86,7.581534683,0,9.493585403,1781.692875,0,1,0,1,0,0,0,1,0,0,0,1,1
18185,2,82,12476.24,10.67669456,0,5.372758028,1086.92093,0,0,1,1,0,0,0,1,0,0,0,1,0
7530,1,59,64584.13,11.74759925,0,13.82188875,1551.398147,0,0,1,0,1,0,0,0,0,1,0,1,0
28759,6,46,32885.95,9.044025424,0,2.598489694,573.751474,1,0,0,0,1,0,0,0,1,0,0,1,0
26744,1,44,80862.03,7.949846907,2,12.9401487,1794.116848,1,0,0,0,1,0,0,0,1,0,0,1,1
20818,4,56,49800.1,11.35513416,1,4.957713222,1103.594576,0,0,1,0,1,0,0,0,1,0,0,0,0
10025,10,32,6958.83,7.524691972,0,28.79864005,3143.245184,0,0,1,0,1,0,1,0,1,0,0,1,0
517,2,50,19133.76,9.993073346,1,7.176411327,1381.802291,1,0,0,0,1,0,0,0,1,0,1,1,0
4295,7,53,23413.1,11.38306511,0,5.709925704,1091.10126,0,1,0,0,1,0,0,0,1,0,0,1,0
882,1,84,11957.82,9.818276662,0,3.956375328,891.9472856,0,0,1,0,1,0,0,1,0,0,1,1,0
1920,5,33,31250.41,14.32006623,0,1.033067819,538.1168657,1,0,0,0,1,0,0,0,1,0,1,0,0
8819,3,29,9487.91,10.02701706,0,2.206152519,497.9042695,1,0,0,1,0,0,0,0,1,0,0,1,0
2694,7,87,13533.47,12.67439697,1,3.820262172,1115.476658,1,0,0,1,0,0,1,0,1,0,1,1,1
3878,3,34,46533.08,11.95689175,0,2.640977982,522.7315686,1,0,0,1,0,0,0,0,1,0,1,0,0
27454,3,34,47946.16,16.23914454,0,5.622660986,961.5888385,0,1,0,1,0,0,0,0,1,0,0,1,1
180,1,28,14393.72,12.55052929,0,1.634394387,883.9008134,0,1,0,0,1,0,1,0,1,0,1,0,0
294,2,68,4102.64,13.71586929,1,2.012075635,565.3167155,0,0,1,0,1,0,0,0,0,1,0,1,0
2958,0,26,11249.18,8.90345193,1,10.06913982,2062.605873,0,0,1,0,1,0,1,1,0,0,1,0,1
